PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
Alexandria city,South Dakota,743,0.199519231,54306,98700,900
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria city,Louisiana,47539,0.242109518,40353,140200,818
Alexandria town,Tennessee,1112,0.062087186,43661,110900,653
Alexandria village,Ohio,697,0.26754386,71750,148400,1139
Alexandria village,Ohio,697,0.26754386,71750,148400,1139
Alexandria village,Nebraska,153,0.163934426,42500,22200,513
Alexandria village,Nebraska,153,0.163934426,42500,22200,513
Alexis village,Illinois,885,0.084297521,54135,71200,683
Alford town,Florida,662,0.030674847,25625,73600,704
Alfred CDP,Maine,1034,0.267002519,47452,209700,1014
Alfred village,New York,4317,0.720879121,32321,111700,753
Alger village,Ohio,943,0.071312804,33854,56300,494
Algodones CDP,New Mexico,826,0.241264559,41786,288800,540
Algoma city,Wisconsin,3069,0.229508197,49259,96900,592
Algoma town,Mississippi,849,0.10041841,38250,102900,706
Algona city,Washington,3191,0.116337886,69853,229900,1133
Algona city,Washington,3191,0.116337886,69853,229900,1133
Algona city,Iowa,5455,0.218041237,51759,128600,660
Algona city,Iowa,5455,0.218041237,51759,128600,660
Algonac city,Michigan,4040,0.15959596,53199,111200,678
Algonquin CDP,Maryland,1257,0.301617507,73458,215800,1070
Algonquin village,Illinois,30709,0.444901714,104532,250900,1694
Algood city,Tennessee,4065,0.164503817,33867,130900,661
Alhambra city,California,84974,0.338443228,57117,582600,1349
Alhambra village,Illinois,628,0.167023555,52361,103800,619
Alice city,Texas,19146,0.149963244,36250,77200,713
Alice city,Texas,19146,0.149963244,36250,77200,713
Aliceville city,Alabama,2408,0.121540313,19941,97100,504
Alicia town,Arkansas,155,0.064814815,45833,52100,575
Aliquippa city,Pennsylvania,9066,0.126238367,31799,72600,621
Aliso Viejo city,California,50925,0.554834371,108558,610600,2180
Allakaket city,Alaska,170,0.153846154,24375,54400,375
Allardt city,Tennessee,625,0.221987315,45000,130600,648
Allegan city,Michigan,5044,0.171016484,45319,104200,838
Allegany village,New York,1922,0.431754875,54844,110700,738
Allen city,Kansas,166,0.089285714,31250,57500,588
Allen city,Kansas,166,0.089285714,31250,57500,588
Allen city,Kansas,166,0.089285714,31250,57500,588
Allen city,Texas,99255,0.541963219,106736,286300,1456
Allen city,Texas,99255,0.541963219,106736,286300,1456
Allen city,Texas,99255,0.541963219,106736,286300,1456
Allen Park city,Michigan,27353,0.24291498,69094,116800,978
Allen town,Oklahoma,870,0.129807692,39688,68700,667
Allen village,Nebraska,348,0.153153153,50000,85600,725
Allen village,Nebraska,348,0.153153153,50000,85600,725
Allen village,Michigan,262,0.127777778,44306,78500,604
Allen village,Michigan,262,0.127777778,44306,78500,604
Allendale borough,New Jersey,6762,0.713498623,158977,710600,1921
Allendale CDP,Michigan,20776,0.347675503,48333,184700,917
Allendale CDP,Michigan,20776,0.347675503,48333,184700,917
Allendale town,South Carolina,3072,0.083163265,19590,36700,616
Allendale village,Illinois,698,0.092682927,55313,68200,617
Allendale village,Illinois,698,0.092682927,55313,68200,617
Allenhurst borough,New Jersey,502,0.534031414,103194,1185000,1103
Allenhurst city,Georgia,915,0.283609576,55833,127300,780
Allenport borough,Pennsylvania,505,0.29382716,50391,85500,725
Allenport CDP,Pennsylvania,687,0.126033058,35833,70300,632
Allensville CDP,Pennsylvania,460,0.08045977,52083,143200,453
Allensville CDP,Pennsylvania,460,0.08045977,52083,143200,453
Allensworth CDP,California,527,0,28333,84600,796
Allenton CDP,Wisconsin,925,0.215686275,80729,164600,925
Allentown borough,New Jersey,1903,0.477635783,97404,316200,1191
Allentown city,Pennsylvania,120410,0.152947583,40490,126700,968
Allentown city,Pennsylvania,120410,0.152947583,40490,126700,968
Allenwood CDP,Pennsylvania,306,0.14229249,60000,135300,910
Allenwood CDP,Pennsylvania,306,0.14229249,60000,135300,910
Allerton city,Iowa,546,0.108433735,45257,45000,429
Allerton village,Illinois,312,0.137168142,57917,84500,656
Allgood town,Alabama,674,0.037610619,42500,98200,702
Alliance city,Ohio,21927,0.184068573,35020,81400,689
Alliance city,Ohio,21927,0.184068573,35020,81400,689
Alliance city,Nebraska,8313,0.192321822,51932,109800,610
Alliance city,Nebraska,8313,0.192321822,51932,109800,610
Alligator town,Mississippi,119,0,14063,71400,538
Allison city,Iowa,1106,0.191194969,53214,88300,520
Allison Park CDP,Pennsylvania,22855,0.527237836,82303,222900,1022
Allouez village,Wisconsin,13891,0.338056877,70365,153900,862
Alloway CDP,New Jersey,1410,0.236607143,72500,205600,1183
Allport town,Arkansas,127,0.038961039,24500,34400,1333
Allyn CDP,Washington,2497,0.337203433,81378,305900,636
Alma Center village,Wisconsin,444,0.167785235,45250,90400,620
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Wisconsin,735,0.179577465,44000,120300,715
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Michigan,9051,0.217299578,33135,86200,617
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Kansas,953,0.191240876,61094,94400,663
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Georgia,3474,0.085050416,24453,81300,522
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Missouri,420,0.267857143,51389,92500,917
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Nebraska,1378,0.236590038,50057,100400,650
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma city,Arkansas,5688,0.121444824,45567,141700,611
Alma town,Colorado,387,0.287272727,37554,253800,1172
Alma town,Colorado,387,0.287272727,37554,253800,1172
Alma village,Illinois,327,0.074418605,32500,50000,419
Almedia CDP,Pennsylvania,999,0.186842105,39255,137900,850
Almena city,Kansas,398,0.176245211,43333,85000,611
Almena village,Wisconsin,685,0.100436681,40096,89000,712
Almira town,Washington,276,0.195767196,54792,118800,850
Almond village,Wisconsin,482,0.166666667,46875,79300,575
Almond village,Wisconsin,482,0.166666667,46875,79300,575
Almond village,New York,494,0.308176101,61458,72800,714
Almond village,New York,494,0.308176101,61458,72800,714
Almont city,North Dakota,117,0,59375,80000,642
Almont village,Michigan,2761,0.155437666,52174,155400,775
Almyra town,Arkansas,263,0.106796117,53125,52500,725
Aloha CDP,Oregon,55492,0.298160457,74249,291600,1303
Alondra Park CDP,California,8097,0.278997474,63368,549900,1144
Alorton village,Illinois,1965,0.089065256,22576,46300,669
Alpaugh CDP,California,1074,0.022018349,30833,77100,791
Alpena city,Michigan,10086,0.18385214,37706,76200,591
Alpena town,Arkansas,438,0.080769231,33125,68200,572
Alpena town,Arkansas,438,0.080769231,33125,68200,572
Alpena town,South Dakota,313,0.163179916,68750,55600,721
Alpena town,South Dakota,313,0.163179916,68750,55600,721
Alpha borough,New Jersey,2100,0.202403542,73177,188800,1084
Alpha city,Minnesota,124,0.151162791,41500,68000,490
Alpha village,Michigan,146,0.206896552,28472,39600,325
Alpha village,Michigan,146,0.206896552,28472,39600,325
Alpha village,Illinois,555,0.194666667,44792,82100,706
Alpha village,Illinois,555,0.194666667,44792,82100,706
Alpharetta city,Georgia,64672,0.665827463,105908,392200,1375
Alpine CDP,California,15233,0.326066704,93400,567800,1477
Alpine CDP,California,15233,0.326066704,93400,567800,1477
Alpine CDP,California,15233,0.326066704,93400,567800,1477
Alpine CDP,California,15233,0.326066704,93400,567800,1477
Alpine city,Texas,5992,0.402184236,43307,137000,681
Alpine city,Texas,5992,0.402184236,43307,137000,681
Alpine city,Utah,10430,0.563782337,121667,541800,1959
Alpine city,Utah,10430,0.563782337,121667,541800,1959
Alpine town,Wyoming,716,0.183639399,81172,298300,1028
Alsip village,Illinois,19179,0.200279894,58566,172300,947
Alta CDP,California,485,0.307106599,88438,368800,1385
Alta CDP,California,485,0.307106599,88438,368800,1385
Alta city,Iowa,2152,0.207811349,57500,106300,712
Alta Sierra CDP,California,7207,0.29307218,82705,363000,1776
Alta town,Utah,388,0.449152542,105577,890600,423
Alta Vista city,Iowa,330,0.086734694,48125,56500,450
Alta Vista city,Iowa,330,0.086734694,48125,56500,450
Alta Vista city,Kansas,504,0.205263158,46607,70800,700
Alta Vista city,Kansas,504,0.205263158,46607,70800,700
Altadena CDP,California,45146,0.444750879,94507,692800,1602
Altamont CDP,Oregon,18987,0.161980105,41601,144700,774
Altamont CDP,Oregon,18987,0.161980105,41601,144700,774
Altamont city,Illinois,2260,0.139549839,41515,87900,675
Altamont city,Illinois,2260,0.139549839,41515,87900,675
Altamont city,Kansas,1047,0.243589744,56776,80500,556
Altamont city,Kansas,1047,0.243589744,56776,80500,556
Altamont town,Tennessee,1037,0.073842303,30500,68500,618
Altamont town,Tennessee,1037,0.073842303,30500,68500,618
Altamont town,Tennessee,1037,0.073842303,30500,68500,618
Altamont town,Utah,184,0.161904762,80357,156900,920
Altamont town,Utah,184,0.161904762,80357,156900,920
Altamont town,Utah,184,0.161904762,80357,156900,920
Altamont village,Missouri,173,0.161016949,44375,45800,700
Altamont village,Missouri,173,0.161016949,44375,45800,700
Altamont village,New York,1755,0.521150592,73333,248800,897
Altamont village,New York,1755,0.521150592,73333,248800,897
Altamonte Springs city,Florida,43426,0.381263685,52554,169800,1163
Altavista town,Virginia,3442,0.200809717,34659,107200,666
Altenburg city,Missouri,372,0.2,60156,100800,675
Altha town,Florida,598,0.0234375,30938,81500,686
Altheimer city,Arkansas,859,0.075342466,26167,51800,509
Altmar CDP,New York,442,0.035433071,42500,54600,943
Alto CDP,California,765,0.734693878,154265,1715100,1788
Alto town,Georgia,1308,0.060728745,50536,116100,642
Alto town,Georgia,1308,0.060728745,50536,116100,642
Alto town,Texas,1242,0.053262317,23561,75200,654
Alto town,Texas,1242,0.053262317,23561,75200,654
Alton city,Kansas,119,0.215909091,30139,46700,514
Alton city,Kansas,119,0.215909091,30139,46700,514
Alton city,Kansas,119,0.215909091,30139,46700,514
Alton city,Kansas,119,0.215909091,30139,46700,514
Alton city,Kansas,119,0.215909091,30139,46700,514
Alton city,Illinois,26884,0.175690904,38581,80400,759
Alton city,Illinois,26884,0.175690904,38581,80400,759
Alton city,Illinois,26884,0.175690904,38581,80400,759
Alton city,Illinois,26884,0.175690904,38581,80400,759
Alton city,Illinois,26884,0.175690904,38581,80400,759
Alton city,Iowa,1299,0.274251497,70417,121300,775
Alton city,Iowa,1299,0.274251497,70417,121300,775
Alton city,Iowa,1299,0.274251497,70417,121300,775
Alton city,Iowa,1299,0.274251497,70417,121300,775
Alton city,Iowa,1299,0.274251497,70417,121300,775
Alton city,Texas,16566,0.098095129,30975,69600,731
Alton city,Texas,16566,0.098095129,30975,69600,731
Alton city,Texas,16566,0.098095129,30975,69600,731
Alton city,Texas,16566,0.098095129,30975,69600,731
Alton city,Texas,16566,0.098095129,30975,69600,731
Alton city,Missouri,583,0.138228942,19634,67900,473
Alton city,Missouri,583,0.138228942,19634,67900,473
Alton city,Missouri,583,0.138228942,19634,67900,473
Alton city,Missouri,583,0.138228942,19634,67900,473
Alton city,Missouri,583,0.138228942,19634,67900,473
Alton town,Utah,160,0.283950617,48750,200000,1100
Alton town,Utah,160,0.283950617,48750,200000,1100
Altona CDP,New York,759,0.031825796,31989,66900,765
Altona CDP,New York,759,0.031825796,31989,66900,765
Altona town,Indiana,333,0.08,50000,67700,955
Altona village,Illinois,642,0.164948454,58393,71400,641
Altoona city,Iowa,17936,0.301117859,77444,189000,921
Altoona city,Iowa,17936,0.301117859,77444,189000,921
Altoona city,Iowa,17936,0.301117859,77444,189000,921
Altoona city,Iowa,17936,0.301117859,77444,189000,921
Altoona city,Wisconsin,7499,0.296047431,54876,155500,790
Altoona city,Wisconsin,7499,0.296047431,54876,155500,790
Altoona city,Wisconsin,7499,0.296047431,54876,155500,790
Altoona city,Wisconsin,7499,0.296047431,54876,155500,790
Altoona city,Kansas,282,0.106280193,28125,35800,675
Altoona city,Kansas,282,0.106280193,28125,35800,675
Altoona city,Kansas,282,0.106280193,28125,35800,675
Altoona city,Kansas,282,0.106280193,28125,35800,675
Altoona city,Pennsylvania,44372,0.175223398,40536,88600,685
Altoona city,Pennsylvania,44372,0.175223398,40536,88600,685
Altoona city,Pennsylvania,44372,0.175223398,40536,88600,685
Altoona city,Pennsylvania,44372,0.175223398,40536,88600,685
Altoona town,Alabama,890,0.04973357,37679,82800,368
Altura city,Minnesota,509,0.249180328,69063,140300,721
Alturas CDP,Florida,3673,0.112592593,42984,90500,788
Alturas city,California,2577,0.11627907,35888,90000,741
Altus city,Arkansas,851,0.138257576,35625,95600,549
Altus city,Arkansas,851,0.138257576,35625,95600,549
Altus city,Oklahoma,19034,0.218377579,42035,99200,727
Altus city,Oklahoma,19034,0.218377579,42035,99200,727
Alum Rock CDP,California,11791,0.158353127,80664,591500,1792
Alva CDP,Florida,2724,0.232083531,93629,317200,1013
Alva city,Oklahoma,5154,0.345866998,50349,93300,704
Alvan village,Illinois,312,0.072815534,53281,58400,608
Alvarado city,Texas,4044,0.124713959,46268,104800,824
Alvarado city,Texas,4044,0.124713959,46268,104800,824
Alvarado city,Minnesota,410,0.134275618,49844,86400,519
Alvarado city,Minnesota,410,0.134275618,49844,86400,519
Alvin city,Texas,26154,0.166333515,53714,139900,935
Alvo village,Nebraska,138,0.176470588,43929,98300,1031
Alvord city,Iowa,265,0.092592593,59038,84600,575
Alvord town,Texas,1165,0.159375,57563,108800,818
Ama CDP,Louisiana,1366,0.159509202,62143,139200,1571
Amador City city,California,167,0.318965517,42500,295000,850
Amagansett CDP,New York,750,0.464071856,96389,1567700,1750
Amalga town,Utah,581,0.259136213,61354,236400,694
Amanda Park CDP,Washington,127,0.064102564,40625,109400,625
Amanda village,Ohio,827,0.090038314,56607,110900,783
Amarillo city,Texas,198773,0.233415389,52543,127200,839
Amasa CDP,Michigan,262,0.089473684,33750,60500,494
Amazonia village,Missouri,317,0.009615385,32813,60400,675
Amber town,Oklahoma,423,0.096654275,41000,66400,690
Amberg CDP,Wisconsin,200,0.136690647,23750,87500,579
Amberley village,Ohio,3780,0.654837505,131307,307400,1340
Ambia town,Indiana,299,0.069230769,43000,34700,846
Ambler borough,Pennsylvania,6488,0.429148936,71081,286400,1056
Ambler city,Alaska,299,0.168539326,43214,106300,1094
Amboy CDP,Washington,2022,0.135080645,90658,325000,1349
Amboy city,Minnesota,661,0.15,46250,96000,592
Amboy city,Minnesota,661,0.15,46250,96000,592
Amboy city,Illinois,2455,0.144927536,46053,85400,716
Amboy city,Illinois,2455,0.144927536,46053,85400,716
Amboy town,Indiana,366,0.127819549,48750,81300,775
Ambridge borough,Pennsylvania,6787,0.181978799,38875,70400,678
Amelia CDP,Louisiana,1647,0.063267233,28283,37300,783
Amelia Court House CDP,Virginia,889,0.2092257,43009,169400,843
Amelia village,Ohio,5074,0.166518255,65417,145400,831
Amenia CDP,New York,1107,0.201754386,54167,235600,1004
Amenia city,North Dakota,91,0.261538462,73125,146900,870
American Canyon city,California,20306,0.292750714,98247,468400,1769
American Falls city,Idaho,4349,0.152530292,48944,128000,574
